0.030783002,0.057291791,0.010424568,4.915422207,0.036264824,0.032280459,0.028257371,1.941790078
0.026357201,0.052159031,0.009239071,4.586028534,0.002089849,0.00319152,0.001161537,2.663978124
0.127227007,0.35603771,0.029347985,5.817482963,0.021711378,0.030080185,0.009747669,4.210743213
0.079112351,0.131210311,0.036235409,3.661570585,0.04568045,0.023873158,0.041242208,1.552523688
0.206772253,0.504168156,0.061164866,4.919895543,0.007986886,0.008897751,0.005657551,2.172488281
0.166152922,0.26879764,0.07013619,4.004514316,0.021799531,0.014942247,0.01792902,1.871004799
0.059122944,0.112459251,0.023073471,4.186811315,0.037507725,0.036861352,0.025257126,2.479056253
0.063317923,0.091840878,0.028536419,3.967331904,0.009397296,0.004776425,0.008316657,1.650694613
0.068767402,0.112409845,0.032941757,3.555154764,0.100220663,0.043846479,0.091906574,1.515003245
0.091316941,0.173952614,0.032346546,4.912969494,0.014421819,0.017587506,0.007058674,3.828077129
0.140335203,0.287978791,0.045532957,4.770562337,0.222466509,0.172555963,0.172019945,2.055621819
0.131147467,0.334130424,0.027817758,6.212471984,0.032466502,0.02552974,0.025003182,2.075847034
0.095644307,0.169707542,0.038632036,4.021010583,0.007075616,0.004447325,0.005959699,1.811767513
0.284784805,0.566540137,0.104317606,4.254592365,0.059665477,0.054988025,0.044726426,2.102986653
0.279360398,0.405239227,0.134239032,3.578098306,0.049862267,0.067776023,0.032001526,2.319840931
0.297116912,0.58516666,0.107513654,4.41156766,0.015427027,0.008292449,0.013708941,1.613617769
0.147136091,0.25129523,0.063793414,3.842709152,0.052022397,0.030825193,0.045492556,1.653562242
0.247552494,0.433872018,0.100110723,4.096892665,0.050273105,0.024378452,0.046236061,1.481708265
0.258227259,0.39325652,0.121661144,3.632403939,0.475594855,0.543446901,0.346430858,2.174600975
0.004193109,0.009700972,0.001235744,5.236693949,0.013028287,0.016018375,0.005784846,5.499670244
0.086327204,0.168345838,0.027057074,4.944409162,0.070407671,0.064232804,0.055330004,1.894292079
0.079532128,0.179393133,0.02162657,5.396537953,0.554659427,0.272930513,0.516106308,1.42364452
0.228048752,0.469414482,0.068355256,5.077808371,0.151090399,0.06944542,0.138362866,1.51330423
0.047244734,0.082084908,0.019889918,3.952524435,0.015585979,0.009369183,0.013170374,1.811637921
0.18509068,0.405784966,0.06055367,4.721603304,0.093881687,0.046326037,0.085663005,1.511719332
0.460164833,0.935087374,0.170069927,4.213256043,0.089582392,0.047267697,0.080258118,1.579318149
0.339575237,0.630666957,0.120836552,4.685352871,0.337309599,0.259017366,0.260641497,2.067653015
0.105675192,0.142271725,0.056528136,3.29836768,0.06215105,0.02954555,0.057010539,1.494049547
0.127079186,0.230217682,0.050053774,4.167951081,0.014656359,0.010927713,0.01148107,2.036151335
0.172605619,0.372605265,0.059112179,4.59441123,0.049372643,0.030159018,0.042948029,1.666979678
0.133373559,0.235893479,0.056748972,3.94297908,0.007829738,0.006553115,0.005415277,2.584556499
0.086542456,0.155725921,0.034411947,4.194257424,0.150311515,0.078506531,0.133003047,1.641585148
0.265762629,0.543842861,0.102422819,4.056319007,0.115023699,0.074993936,0.097140163,1.776839955
0.199358783,0.340680174,0.077158055,4.302433685,0.024549175,0.014660657,0.021418728,1.65103041
0.125053692,0.185019635,0.061928051,3.48879121,0.020545985,0.014731962,0.016577013,1.938045454
0.106356663,0.186925517,0.040662034,4.334932684,0.040880632,0.022365486,0.035762852,1.679148253
0.170086716,0.326458691,0.05867878,4.701701046,0.13386469,0.07324032,0.120111112,1.564655764
0.195871378,0.372560986,0.082974856,3.894671254,0.259424531,0.276062663,0.167769409,2.576583804
0.070502899,0.114683417,0.029477864,3.993381308,0.011293221,0.013553602,0.008001117,2.075720376
0.065021436,0.085987164,0.032744935,3.524336479,0.006091856,0.004611059,0.004381937,2.48544681
0.090583085,0.163530991,0.035144657,4.263406399,0.062279319,0.055960502,0.046331355,2.143823972
0.140676883,0.264301361,0.05287721,4.40621452,0.12526099,0.094225823,0.100012446,1.956120298
0.076324099,0.120771888,0.032674019,4.017182419,0.038144941,0.02078364,0.033656936,1.64532417
0.129577594,0.217092131,0.054121106,3.992839238,0.015853561,0.012584105,0.011079531,2.597113301
0.061714992,0.084458316,0.031664859,3.449670742,0.136667224,0.059180284,0.12619362,1.488809499
0.12557597,0.218194856,0.050616072,4.039704619,0.03891182,0.023778191,0.033763296,1.681510425
0.091726386,0.183452015,0.033266193,4.39871413,0.048815802,0.025081224,0.044047317,1.554106276
0.116413906,0.216307761,0.046269147,4.193325984,0.030069478,0.038270338,0.019841915,2.268162111
0.064182502,0.116722204,0.025586658,4.100216826,0.026655918,0.014229174,0.023288311,1.696368022
0.27243737,0.351436895,0.14525885,3.274514286,0.041399777,0.023763323,0.035888533,1.709779692
0.092223342,0.167055979,0.038626303,3.985747302,0.022030548,0.016925076,0.017281228,2.033858313
0.005095302,0.011755656,0.001245774,5.820033226,0.045687039,0.056585368,0.028430334,2.567596603
0.067304064,0.122481103,0.025044838,4.431307019,0.014269536,0.00753923,0.012846872,1.558973437
0.120645393,0.269997264,0.038638231,4.722064594,0.2059307,0.148422355,0.17053235,1.820753509
0.100080359,0.185680704,0.038045047,4.373760412,0.097930753,0.076517085,0.074804479,2.101411148
0.141213051,0.223944543,0.064928606,3.80949275,0.176770021,0.087546392,0.159410677,1.570269099
0.097556543,0.177964411,0.03871246,4.263998906,0.044438227,0.034322779,0.035421596,1.95480489
0.023335786,0.055177207,0.00629928,5.450199355,0.026606794,0.025161523,0.018771713,2.570176078
0.148650571,0.233698658,0.061915631,4.177797929,0.047947876,0.025082132,0.043446587,1.534375073
0.247328104,0.418608039,0.106216755,3.858057752,0.084272512,0.050441384,0.073507561,1.660310948
0.390801683,0.799972781,0.142838021,4.405316046,0.121589423,0.062397552,0.10887091,1.590111356
0.299469863,0.508315644,0.124379607,4.049312238,0.103725199,0.051776179,0.094649012,1.515468884
0.027198737,0.049491199,0.011138451,3.986033295,0.007263752,0.008857026,0.003442122,4.117410195
0.253581549,0.549450839,0.079656581,4.772025103,0.022616185,0.010524878,0.020806757,1.484836427
0.077785386,0.134820657,0.031366008,4.10274864,0.036090613,0.032381033,0.027024418,2.119461048
0.070529114,0.134676647,0.026694946,4.247859325,0.098943057,0.044792786,0.091440549,1.466980276
0.119106221,0.177448035,0.054112191,3.825581664,0.018303278,0.00983502,0.016300217,1.60899794
0.113331945,0.196897606,0.044621058,4.278118618,0.026204963,0.012756217,0.02360908,1.579232345
0.040833286,0.074932305,0.015800792,4.114467212,0.028201604,0.017982801,0.024894723,1.590599309
0.129701323,0.26153775,0.046482515,4.32104592,0.024173643,0.012402515,0.022031102,1.513102659
0.0741298,0.146534984,0.024167235,4.932984757,0.098651529,0.090208298,0.073912827,2.14438827
0.123313956,0.218847804,0.047666342,4.20892777,0.017973094,0.015354333,0.014047848,1.938422744
0.251492869,0.535524586,0.087024229,4.500709927,0.067780776,0.041408056,0.058154563,1.732680098
1.184082764,2.16153442,0.47417372,4.193931127,0.837211198,0.609850582,0.6748701,1.932170867
0.175972882,0.454277556,0.055484315,4.791476146,0.023254908,0.016940548,0.02048509,1.569965081
0.975884575,1.630139124,0.406077898,4.103734653,0.661992958,0.666175083,0.493420296,2.032870099
0.132360932,0.23933628,0.049825292,4.386244967,0.01295006,0.011546507,0.009314785,2.283478342
0.187307294,0.303915715,0.086306676,3.64500487,0.071872808,0.054392038,0.056516834,2.004637747
0.131511754,0.273213565,0.041969238,4.676109213,0.105363641,0.05487734,0.095166356,1.550212282
